id,key,value,type 
251733031,railway,station,regular
251899089,name,Aksaray Tramvay,regular
251899089,ar,ترامواي اكسراي,name
251899089,public_transport,stop_position,regular
251899089,railway,tram_stop,regular
251899089,tram,yes,regular
251899089,wheelchair,yes,regular
251899092,name,Laleli-Üniversite Tramvay,regular
251899092,ar,ترامواي لالالي يونيڤرستي,name
251899092,public_transport,stop_position,regular
251899092,railway,tram_stop,regular
251899092,tram,yes,regular
251899092,wheelchair,yes,regular
251912988,name,Halıcıoğlu- Sütlüce - Haliç Kongre Merkezi,regular
252238249,highway,traffic_signals,regular
254013119,created_by,JOSM,regular
254013121,created_by,JOSM,regular
254322338,created_by,JOSM,regular
254322341,created_by,JOSM,regular
254322345,created_by,JOSM,regular
254322347,created_by,JOSM,regular
254322350,created_by,JOSM,regular
254322354,created_by,JOSM,regular
254322356,created_by,JOSM,regular
254322360,created_by,JOSM,regular
254322384,created_by,JOSM,regular
254322386,created_by,JOSM,regular
254322389,created_by,JOSM,regular
254322391,created_by,JOSM,regular
254322395,created_by,JOSM,regular
254322423,created_by,JOSM,regular
254322426,created_by,JOSM,regular
254322434,created_by,JOSM,regular
254322443,created_by,JOSM,regular
254322456,created_by,JOSM,regular
254322467,created_by,JOSM,regular
254322473,created_by,JOSM,regular
254322506,created_by,JOSM,regular
254322508,created_by,JOSM,regular
254322510,created_by,JOSM,regular
254322511,created_by,JOSM,regular
254322513,created_by,JOSM,regular
254322522,created_by,JOSM,regular
254322526,created_by,JOSM,regular
254322527,created_by,JOSM,regular
254322532,created_by,JOSM,regular
254322538,created_by,JOSM,regular
254322541,created_by,JOSM,regular
254322544,created_by,JOSM,regular
254322546,created_by,JOSM,regular
254322547,created_by,JOSM,regular
254322551,created_by,JOSM,regular
254322552,created_by,JOSM,regular
254322556,created_by,JOSM,regular
254322569,created_by,JOSM,regular
254322574,created_by,JOSM,regular
254322579,created_by,JOSM,regular
254322594,created_by,JOSM,regular
254322596,created_by,JOSM,regular
254322597,created_by,JOSM,regular
254322607,created_by,JOSM,regular
254322619,created_by,JOSM,regular
254322622,created_by,JOSM,regular
254322627,created_by,JOSM,regular
254322629,created_by,JOSM,regular
254322948,created_by,JOSM,regular
254322953,created_by,JOSM,regular
254322957,created_by,JOSM,regular
254322958,created_by,JOSM,regular
254322962,created_by,JOSM,regular
254322965,created_by,JOSM,regular
254322969,created_by,JOSM,regular
254322973,created_by,JOSM,regular
254322975,created_by,JOSM,regular
254322976,created_by,JOSM,regular
254322981,created_by,JOSM,regular
254322986,created_by,JOSM,regular
254322988,created_by,JOSM,regular
254322989,created_by,JOSM,regular
254322991,created_by,JOSM,regular
254322999,created_by,JOSM,regular
254323008,created_by,JOSM,regular
254323010,created_by,JOSM,regular
254323011,created_by,JOSM,regular
254323012,created_by,JOSM,regular
254323014,created_by,JOSM,regular
254323018,created_by,JOSM,regular
254323021,created_by,JOSM,regular
254323022,created_by,JOSM,regular
254323023,created_by,JOSM,regular
254323024,created_by,JOSM,regular
254323025,created_by,JOSM,regular
254323026,created_by,JOSM,regular
254323027,created_by,JOSM,regular
254323029,created_by,JOSM,regular
254323030,created_by,JOSM,regular
254323031,created_by,JOSM,regular
254323032,created_by,JOSM,regular
254323034,created_by,JOSM,regular
254323037,created_by,JOSM,regular
254323039,created_by,JOSM,regular
254323043,created_by,JOSM,regular
254323045,created_by,JOSM,regular
254323047,created_by,JOSM,regular
254323048,created_by,JOSM,regular
254323049,created_by,JOSM,regular
254323050,created_by,JOSM,regular
254323051,created_by,JOSM,regular
254323053,created_by,JOSM,regular
254323054,created_by,JOSM,regular
254323055,created_by,JOSM,regular
254323057,created_by,JOSM,regular
254323058,created_by,JOSM,regular
254323059,created_by,JOSM,regular
254323060,created_by,JOSM,regular
254323061,created_by,JOSM,regular
254323062,created_by,JOSM,regular
254323063,created_by,JOSM,regular
254323064,created_by,JOSM,regular
254323065,created_by,JOSM,regular
254323069,created_by,JOSM,regular
254323070,created_by,JOSM,regular
254323072,created_by,JOSM,regular
254323074,created_by,JOSM,regular
254323076,created_by,JOSM,regular
254323078,created_by,JOSM,regular
254323079,created_by,JOSM,regular
254323080,created_by,JOSM,regular
254323081,created_by,JOSM,regular
254323082,created_by,JOSM,regular
254323083,created_by,JOSM,regular
254323084,created_by,JOSM,regular
254323085,created_by,JOSM,regular
254323086,created_by,JOSM,regular
254323087,created_by,JOSM,regular
254323089,created_by,JOSM,regular
254323091,created_by,JOSM,regular
254323093,created_by,JOSM,regular
254323095,created_by,JOSM,regular
254323098,created_by,JOSM,regular
254323102,created_by,JOSM,regular
254323103,created_by,JOSM,regular
254323104,created_by,JOSM,regular
254323106,created_by,JOSM,regular
254323107,created_by,JOSM,regular
254323108,created_by,JOSM,regular
254323110,created_by,JOSM,regular
254323112,created_by,JOSM,regular
254323113,created_by,JOSM,regular
254323114,created_by,JOSM,regular
254323117,created_by,JOSM,regular
254323118,created_by,JOSM,regular
254323119,created_by,JOSM,regular
254323120,created_by,JOSM,regular
254323121,created_by,JOSM,regular
254323122,created_by,JOSM,regular
254323123,created_by,JOSM,regular
254323125,created_by,JOSM,regular
254323126,created_by,JOSM,regular
254323129,created_by,JOSM,regular
254323131,created_by,JOSM,regular
254323132,created_by,JOSM,regular
254323134,created_by,JOSM,regular
254323135,created_by,JOSM,regular
254323136,created_by,JOSM,regular
254323141,created_by,JOSM,regular
254323143,created_by,JOSM,regular
254323144,created_by,JOSM,regular
254323146,created_by,JOSM,regular
254323152,created_by,JOSM,regular
254323155,created_by,JOSM,regular
254323157,created_by,JOSM,regular
254323158,created_by,JOSM,regular
254323160,created_by,JOSM,regular
254323162,created_by,JOSM,regular
254323163,created_by,JOSM,regular
254323168,created_by,JOSM,regular
254323169,created_by,JOSM,regular
254323170,created_by,JOSM,regular
254323172,created_by,JOSM,regular
254323176,created_by,JOSM,regular
254323180,created_by,JOSM,regular
254323181,created_by,JOSM,regular
254323182,created_by,JOSM,regular
254323217,created_by,JOSM,regular
254323219,created_by,JOSM,regular
254323221,created_by,JOSM,regular
254323223,created_by,JOSM,regular
254323224,created_by,JOSM,regular
254323231,created_by,JOSM,regular
254323232,created_by,JOSM,regular
254323233,created_by,JOSM,regular
254323234,created_by,JOSM,regular
254323237,created_by,JOSM,regular
254323239,created_by,JOSM,regular
254323241,created_by,JOSM,regular
254323243,created_by,JOSM,regular
254323244,created_by,JOSM,regular
254323245,created_by,JOSM,regular
254323247,created_by,JOSM,regular
254323253,created_by,JOSM,regular
254323256,created_by,JOSM,regular
254323269,created_by,JOSM,regular
254323270,created_by,JOSM,regular
254323271,created_by,JOSM,regular
254323277,created_by,JOSM,regular
254323281,created_by,JOSM,regular
254323283,created_by,JOSM,regular
254323286,created_by,JOSM,regular
254323287,created_by,JOSM,regular
254323291,created_by,JOSM,regular
254323293,created_by,JOSM,regular
254323294,created_by,JOSM,regular
254323300,created_by,JOSM,regular
254323311,created_by,JOSM,regular
254323312,created_by,JOSM,regular
254323316,created_by,JOSM,regular
254323319,created_by,JOSM,regular
254323323,created_by,JOSM,regular
254323327,created_by,JOSM,regular
254323328,created_by,JOSM,regular
254323329,created_by,JOSM,regular
254323330,created_by,JOSM,regular
254323331,created_by,JOSM,regular
254323333,created_by,JOSM,regular
254323334,created_by,JOSM,regular
254323335,created_by,JOSM,regular
254323336,created_by,JOSM,regular
254323337,created_by,JOSM,regular
254323338,created_by,JOSM,regular
254323342,created_by,JOSM,regular
254323343,created_by,JOSM,regular
254323345,created_by,JOSM,regular
254323346,created_by,JOSM,regular
254323347,created_by,JOSM,regular
254323348,created_by,JOSM,regular
254323353,created_by,JOSM,regular
254323362,created_by,JOSM,regular
254323366,created_by,JOSM,regular
254323369,created_by,JOSM,regular
254323372,created_by,JOSM,regular
254323373,created_by,JOSM,regular
254323378,created_by,JOSM,regular
254323381,created_by,JOSM,regular
254323382,created_by,JOSM,regular
254323383,created_by,JOSM,regular
254323385,created_by,JOSM,regular
254323388,created_by,JOSM,regular
254323390,created_by,JOSM,regular
254323392,created_by,JOSM,regular
254323393,created_by,JOSM,regular
254323394,created_by,JOSM,regular
254323395,created_by,JOSM,regular
254323397,created_by,JOSM,regular
254323398,created_by,JOSM,regular
254323402,created_by,JOSM,regular
254323403,created_by,JOSM,regular
254323404,created_by,JOSM,regular
254323406,created_by,JOSM,regular
254323407,created_by,JOSM,regular
254323409,created_by,JOSM,regular
254323414,created_by,JOSM,regular
254323416,created_by,JOSM,regular
254323417,created_by,JOSM,regular
254323421,created_by,JOSM,regular
254323422,created_by,JOSM,regular
254323424,created_by,JOSM,regular
254323425,created_by,JOSM,regular
254323426,created_by,JOSM,regular
254323427,created_by,JOSM,regular
254323428,created_by,JOSM,regular
254323430,created_by,JOSM,regular
254323431,created_by,JOSM,regular
254323432,created_by,JOSM,regular
254323433,created_by,JOSM,regular
254323434,created_by,JOSM,regular
254323435,created_by,JOSM,regular
254323436,created_by,JOSM,regular
254323439,created_by,JOSM,regular
254323440,created_by,JOSM,regular
254323441,created_by,JOSM,regular
254323444,created_by,JOSM,regular
254323446,created_by,JOSM,regular
254323450,created_by,JOSM,regular
254323452,created_by,JOSM,regular
254323455,created_by,JOSM,regular
254323457,created_by,JOSM,regular
254323462,created_by,JOSM,regular
254323464,created_by,JOSM,regular
254323469,created_by,JOSM,regular
254323471,created_by,JOSM,regular
254323475,created_by,JOSM,regular
254323477,created_by,JOSM,regular
254323480,created_by,JOSM,regular
254323481,created_by,JOSM,regular
254323486,created_by,JOSM,regular
254323487,created_by,JOSM,regular
254323491,created_by,JOSM,regular
254323492,created_by,JOSM,regular
254323495,created_by,JOSM,regular
254323497,created_by,JOSM,regular
254323498,created_by,JOSM,regular
254323499,created_by,JOSM,regular
254323503,created_by,JOSM,regular
254323505,created_by,JOSM,regular
254323506,created_by,JOSM,regular
254323510,created_by,JOSM,regular
254323511,created_by,JOSM,regular
254323513,created_by,JOSM,regular
254323515,created_by,JOSM,regular
254323519,created_by,JOSM,regular
254323524,created_by,JOSM,regular
254323528,created_by,JOSM,regular
254323530,created_by,JOSM,regular
254323534,created_by,JOSM,regular
254323537,created_by,JOSM,regular
254323538,created_by,JOSM,regular
254323539,created_by,JOSM,regular
254324506,created_by,JOSM,regular
254324509,created_by,JOSM,regular
254324512,created_by,JOSM,regular
254324518,created_by,JOSM,regular
254324520,created_by,JOSM,regular
254324523,created_by,JOSM,regular
254324547,created_by,JOSM,regular
254324549,created_by,JOSM,regular
254324550,created_by,JOSM,regular
254324551,created_by,JOSM,regular
254324553,created_by,JOSM,regular
254324555,created_by,JOSM,regular
254324560,created_by,JOSM,regular
254324569,created_by,JOSM,regular
254324583,created_by,JOSM,regular
254324585,created_by,JOSM,regular
254324587,created_by,JOSM,regular
254324589,created_by,JOSM,regular
254324593,created_by,JOSM,regular
254324716,created_by,JOSM,regular
254324718,created_by,JOSM,regular
254324719,created_by,JOSM,regular
254324730,created_by,JOSM,regular
254324758,created_by,JOSM,regular
254324764,created_by,JOSM,regular
254324765,created_by,JOSM,regular
254324767,created_by,JOSM,regular
254324772,created_by,JOSM,regular
254324780,created_by,JOSM,regular
254324782,created_by,JOSM,regular
254324784,created_by,JOSM,regular
254324786,created_by,JOSM,regular
254324795,created_by,JOSM,regular
254324814,created_by,JOSM,regular
254324840,created_by,JOSM,regular
254324849,created_by,JOSM,regular
254324860,created_by,JOSM,regular
254324863,created_by,JOSM,regular
254324865,created_by,JOSM,regular
254324868,created_by,JOSM,regular
254324869,created_by,JOSM,regular
254324870,created_by,JOSM,regular
254324871,created_by,JOSM,regular
254324875,created_by,JOSM,regular
254324876,created_by,JOSM,regular
254324877,created_by,JOSM,regular
254324893,created_by,JOSM,regular
254325706,created_by,JOSM,regular
254325773,created_by,JOSM,regular
254325813,created_by,JOSM,regular
254325819,created_by,JOSM,regular
254325822,created_by,JOSM,regular
254325824,created_by,JOSM,regular
254325826,created_by,JOSM,regular
254325841,created_by,JOSM,regular
254325842,created_by,JOSM,regular
254325844,created_by,JOSM,regular
254325845,created_by,JOSM,regular
254325847,created_by,JOSM,regular
254325849,created_by,JOSM,regular
254325856,created_by,JOSM,regular
254325859,created_by,JOSM,regular
254325862,created_by,JOSM,regular
254325865,created_by,JOSM,regular
254325868,created_by,JOSM,regular
254325871,created_by,JOSM,regular
254325883,created_by,JOSM,regular
254325899,created_by,JOSM,regular
254325912,created_by,JOSM,regular
254325936,created_by,JOSM,regular
254325971,created_by,JOSM,regular
254325973,created_by,JOSM,regular
254326341,created_by,JOSM,regular
254326347,created_by,JOSM,regular
254326348,created_by,JOSM,regular
254326349,created_by,JOSM,regular
254326351,created_by,JOSM,regular
254326352,created_by,JOSM,regular
254326354,created_by,JOSM,regular
254326355,created_by,JOSM,regular
254327182,created_by,JOSM,regular
254327185,created_by,JOSM,regular
254327382,created_by,JOSM,regular
254327384,created_by,JOSM,regular
254327389,created_by,JOSM,regular
254327398,created_by,JOSM,regular
254328735,created_by,JOSM,regular
254329878,created_by,JOSM,regular
254329950,created_by,JOSM,regular
254329980,created_by,JOSM,regular
254329988,created_by,JOSM,regular
254329993,created_by,JOSM,regular
254329998,created_by,JOSM,regular
254330003,created_by,JOSM,regular
254330006,created_by,JOSM,regular
254330009,created_by,JOSM,regular
254330010,created_by,JOSM,regular
254330011,created_by,JOSM,regular
254330013,created_by,JOSM,regular
254331723,created_by,JOSM,regular
254331726,created_by,JOSM,regular
254331727,created_by,JOSM,regular
254331728,created_by,JOSM,regular
254331730,created_by,JOSM,regular
254331740,created_by,JOSM,regular
254331743,created_by,JOSM,regular
254331753,created_by,JOSM,regular
254331762,created_by,JOSM,regular
254331763,created_by,JOSM,regular
254331769,created_by,JOSM,regular
254331771,created_by,JOSM,regular
254331774,created_by,JOSM,regular
254331777,created_by,JOSM,regular
254331778,created_by,JOSM,regular
254331781,created_by,JOSM,regular
254331786,created_by,JOSM,regular
254331792,created_by,JOSM,regular
254331793,created_by,JOSM,regular
254331795,created_by,JOSM,regular
254331797,created_by,JOSM,regular
254331799,created_by,JOSM,regular
254331816,created_by,JOSM,regular
254331822,created_by,JOSM,regular
254331830,created_by,JOSM,regular
254331837,created_by,JOSM,regular
254331841,created_by,JOSM,regular
254331848,created_by,JOSM,regular
254331871,created_by,JOSM,regular
254331872,created_by,JOSM,regular
254331874,created_by,JOSM,regular
254331875,created_by,JOSM,regular
254331878,created_by,JOSM,regular
254331884,created_by,JOSM,regular
254331886,created_by,JOSM,regular
254331890,created_by,JOSM,regular
254331916,created_by,JOSM,regular
254331919,created_by,JOSM,regular
254331922,created_by,JOSM,regular
254331926,created_by,JOSM,regular
254331931,created_by,JOSM,regular
254331934,created_by,JOSM,regular
254331937,created_by,JOSM,regular
254331940,created_by,JOSM,regular
254331943,created_by,JOSM,regular
254331962,created_by,JOSM,regular
254331977,created_by,JOSM,regular
254331998,created_by,JOSM,regular
254332001,created_by,JOSM,regular
254332005,created_by,JOSM,regular
254474131,ele,17,regular
254474131,icao,LTBW,regular
254474131,name,İstanbul Hezarfen Havaalanı,regular
254474131,type,civil,regular
254474131,is_in,"Turkey, İstanbul",regular
254474131,source,Wikipedia (tr),regular
254474131,aeroway,aerodrome,regular
254474131,website,http://www.hezarfen.com.tr/,regular
254474131,wikipedia,en:Istanbul Hezarfen Airfield,regular
254477959,created_by,JOSM,regular
254477960,created_by,JOSM,regular
254477961,created_by,JOSM,regular
254477962,created_by,JOSM,regular
254477963,created_by,JOSM,regular
254477964,created_by,JOSM,regular
254477965,created_by,JOSM,regular
254477966,created_by,JOSM,regular
254477967,created_by,JOSM,regular
254477968,created_by,JOSM,regular
254477969,created_by,JOSM,regular
254477970,created_by,JOSM,regular
254477971,created_by,JOSM,regular
254477972,created_by,JOSM,regular
254477973,created_by,JOSM,regular
254477974,created_by,JOSM,regular
254477975,created_by,JOSM,regular
254477976,created_by,JOSM,regular
254477977,created_by,JOSM,regular
254477978,created_by,JOSM,regular
254477979,created_by,JOSM,regular
254477980,created_by,JOSM,regular
254477981,created_by,JOSM,regular
254477982,highway,motorway_junction,regular
254477983,created_by,JOSM,regular
254477984,created_by,JOSM,regular
254477985,created_by,JOSM,regular
254477986,created_by,JOSM,regular
254477987,created_by,JOSM,regular
254477988,created_by,JOSM,regular
254477989,created_by,JOSM,regular
254477990,created_by,JOSM,regular
254477992,created_by,JOSM,regular
254477993,created_by,JOSM,regular
254477994,created_by,JOSM,regular
254477995,created_by,JOSM,regular
254477996,created_by,JOSM,regular
254477997,created_by,JOSM,regular
254477998,created_by,JOSM,regular
254477999,created_by,JOSM,regular
254478004,created_by,JOSM,regular
254478010,created_by,JOSM,regular
254478015,created_by,JOSM,regular
254478026,created_by,JOSM,regular
254478037,created_by,JOSM,regular
254478050,created_by,JOSM,regular
254478053,created_by,JOSM,regular
254478058,created_by,JOSM,regular
254478059,created_by,JOSM,regular
254478060,created_by,JOSM,regular
254478061,created_by,JOSM,regular
254478062,created_by,JOSM,regular
254478063,created_by,JOSM,regular
254478064,created_by,JOSM,regular
254478065,created_by,JOSM,regular
254478066,created_by,JOSM,regular
254478067,created_by,JOSM,regular
254478068,created_by,JOSM,regular
254478069,created_by,JOSM,regular
254478070,created_by,JOSM,regular
254478071,created_by,JOSM,regular
254478072,created_by,JOSM,regular
254478073,created_by,JOSM,regular
254478074,created_by,JOSM,regular
254478075,created_by,JOSM,regular
254478076,created_by,JOSM,regular
254478140,highway,motorway_junction,regular
254478423,highway,motorway_junction,regular
254478425,created_by,JOSM,regular
254478427,created_by,JOSM,regular
254478429,created_by,JOSM,regular
254478431,created_by,JOSM,regular
254478434,created_by,JOSM,regular
254478436,created_by,JOSM,regular
254478438,created_by,JOSM,regular
254478440,created_by,JOSM,regular
254478442,created_by,JOSM,regular
254478444,created_by,JOSM,regular
254478446,created_by,JOSM,regular
254478448,created_by,JOSM,regular
254478450,created_by,JOSM,regular
254478452,created_by,JOSM,regular
254478454,created_by,JOSM,regular
254478456,created_by,JOSM,regular
254478458,created_by,JOSM,regular
254478460,created_by,JOSM,regular
254478462,created_by,JOSM,regular
254478464,created_by,JOSM,regular
254478466,created_by,JOSM,regular
254478468,created_by,JOSM,regular
254478470,created_by,JOSM,regular
254478472,created_by,JOSM,regular
254478474,created_by,JOSM,regular
254478478,created_by,JOSM,regular
254478480,created_by,JOSM,regular
254478482,created_by,JOSM,regular
254478519,created_by,JOSM,regular
254478521,created_by,JOSM,regular
254478523,created_by,JOSM,regular
254478525,created_by,JOSM,regular
254478527,created_by,JOSM,regular
254478529,created_by,JOSM,regular
254478531,created_by,JOSM,regular
254478533,created_by,JOSM,regular
254478535,created_by,JOSM,regular
254478537,created_by,JOSM,regular
254478539,created_by,JOSM,regular
254478541,created_by,JOSM,regular
254478544,created_by,JOSM,regular
254478546,created_by,JOSM,regular
254478548,created_by,JOSM,regular
254478550,created_by,JOSM,regular
254478552,created_by,JOSM,regular
254478554,created_by,JOSM,regular
254478556,created_by,JOSM,regular
254478558,created_by,JOSM,regular
254478560,created_by,JOSM,regular
254478562,created_by,JOSM,regular
254478568,created_by,JOSM,regular
254478570,created_by,JOSM,regular
254478573,created_by,JOSM,regular
254478574,created_by,JOSM,regular
254478576,created_by,JOSM,regular
254478578,created_by,JOSM,regular
254478580,created_by,JOSM,regular
254478582,created_by,JOSM,regular
254478584,created_by,JOSM,regular
254478586,created_by,JOSM,regular
254478588,created_by,JOSM,regular
254478590,created_by,JOSM,regular
254478592,created_by,JOSM,regular
254478594,created_by,JOSM,regular
254478596,created_by,JOSM,regular
254478598,created_by,JOSM,regular
254478600,created_by,JOSM,regular
254478602,created_by,JOSM,regular
254478604,created_by,JOSM,regular
254478606,created_by,JOSM,regular
254478609,created_by,JOSM,regular
254478611,created_by,JOSM,regular
254478613,created_by,JOSM,regular
254478615,created_by,JOSM,regular
254478617,created_by,JOSM,regular
254478619,created_by,JOSM,regular
254478621,created_by,JOSM,regular
254478623,created_by,JOSM,regular
254478625,created_by,JOSM,regular
254478627,created_by,JOSM,regular
254478629,created_by,JOSM,regular
254478631,created_by,JOSM,regular
254478633,created_by,JOSM,regular
254478636,created_by,JOSM,regular
254478638,created_by,JOSM,regular
254478640,created_by,JOSM,regular
254478642,created_by,JOSM,regular
254478644,created_by,JOSM,regular
254478646,created_by,JOSM,regular
254478648,created_by,JOSM,regular
254478651,created_by,JOSM,regular
254478658,created_by,JOSM,regular
254478660,created_by,JOSM,regular
254478662,created_by,JOSM,regular
254478664,created_by,JOSM,regular
254478666,created_by,JOSM,regular
254478668,created_by,JOSM,regular
254478670,created_by,JOSM,regular
254478672,created_by,JOSM,regular
254478674,created_by,JOSM,regular
254478676,created_by,JOSM,regular
254478681,created_by,JOSM,regular
254478684,created_by,JOSM,regular
254478689,created_by,JOSM,regular
254478693,created_by,JOSM,regular
254478701,created_by,JOSM,regular
254478704,created_by,JOSM,regular
254478706,created_by,JOSM,regular
254478708,created_by,JOSM,regular
254478710,created_by,JOSM,regular
254478712,created_by,JOSM,regular
254478714,created_by,JOSM,regular
254478716,created_by,JOSM,regular
254478718,created_by,JOSM,regular
254478720,created_by,JOSM,regular
254478722,created_by,JOSM,regular
254478725,created_by,JOSM,regular
254478727,created_by,JOSM,regular
254478729,created_by,JOSM,regular
254478730,created_by,JOSM,regular
254478731,created_by,JOSM,regular
254478732,created_by,JOSM,regular
254478733,created_by,JOSM,regular
254478734,created_by,JOSM,regular
254478735,created_by,JOSM,regular
254478736,created_by,JOSM,regular
254478737,created_by,JOSM,regular
254478738,created_by,JOSM,regular
254478739,created_by,JOSM,regular
254478740,created_by,JOSM,regular
254478741,created_by,JOSM,regular
254478742,created_by,JOSM,regular
254478744,created_by,JOSM,regular
254478745,created_by,JOSM,regular
254478747,created_by,JOSM,regular
254478748,created_by,JOSM,regular
254478749,created_by,JOSM,regular
254478750,created_by,JOSM,regular
254478751,created_by,JOSM,regular
254478752,created_by,JOSM,regular
254478753,created_by,JOSM,regular
254478754,created_by,JOSM,regular
254478755,created_by,JOSM,regular
254478756,created_by,JOSM,regular
254478757,created_by,JOSM,regular
254478758,created_by,JOSM,regular
254479058,created_by,JOSM,regular
254479061,created_by,JOSM,regular
254479065,created_by,JOSM,regular
254479068,created_by,JOSM,regular
254479072,created_by,JOSM,regular
254479085,created_by,JOSM,regular
254479090,created_by,JOSM,regular
254479124,created_by,JOSM,regular
254479128,created_by,JOSM,regular
254479133,created_by,JOSM,regular
254479137,created_by,JOSM,regular
254479141,created_by,JOSM,regular
254479149,created_by,JOSM,regular
254479161,created_by,JOSM,regular
254479175,created_by,JOSM,regular
254479183,created_by,JOSM,regular
254479214,created_by,JOSM,regular
254479218,created_by,JOSM,regular
254479223,created_by,JOSM,regular
254479280,created_by,JOSM,regular
254479287,created_by,JOSM,regular
254479292,created_by,JOSM,regular
254479310,created_by,JOSM,regular
254479314,created_by,JOSM,regular
254479326,created_by,JOSM,regular
254479335,created_by,JOSM,regular
254479340,created_by,JOSM,regular
254479343,created_by,JOSM,regular
254479350,created_by,JOSM,regular
254479357,created_by,JOSM,regular
254479399,created_by,JOSM,regular
254479402,created_by,JOSM,regular
254479408,created_by,JOSM,regular
254479423,created_by,JOSM,regular
254479430,created_by,JOSM,regular
254479435,created_by,JOSM,regular
254479441,created_by,JOSM,regular
254480387,created_by,JOSM,regular
254480464,created_by,JOSM,regular
254480569,created_by,JOSM,regular
254480610,created_by,JOSM,regular
254480666,created_by,JOSM,regular
254480720,created_by,JOSM,regular
254484423,created_by,JOSM,regular
254484426,created_by,JOSM,regular
254484427,created_by,JOSM,regular
254484428,created_by,JOSM,regular
254484430,created_by,JOSM,regular
254484432,created_by,JOSM,regular
254484433,created_by,JOSM,regular
254484434,created_by,JOSM,regular
254484436,created_by,JOSM,regular
254484447,created_by,JOSM,regular
254484448,created_by,JOSM,regular
254484452,created_by,JOSM,regular
254484453,created_by,JOSM,regular
254484458,created_by,JOSM,regular
254484460,created_by,JOSM,regular
254484461,created_by,JOSM,regular
254484462,created_by,JOSM,regular
254484463,created_by,JOSM,regular
254484465,created_by,JOSM,regular
254484467,created_by,JOSM,regular
254484468,created_by,JOSM,regular
254484472,created_by,JOSM,regular
254484474,created_by,JOSM,regular
254484477,created_by,JOSM,regular
254484481,created_by,JOSM,regular
254484482,created_by,JOSM,regular
254484485,created_by,JOSM,regular
254484486,created_by,JOSM,regular
254484488,created_by,JOSM,regular
254484490,created_by,JOSM,regular
254484491,created_by,JOSM,regular
254484493,created_by,JOSM,regular
254484522,created_by,JOSM,regular
254484523,created_by,JOSM,regular
254484524,created_by,JOSM,regular
254484526,created_by,JOSM,regular
254484527,created_by,JOSM,regular
254484530,created_by,JOSM,regular
254484533,created_by,JOSM,regular
254484568,created_by,JOSM,regular
254484569,created_by,JOSM,regular
254484570,created_by,JOSM,regular
254484571,created_by,JOSM,regular
254484576,created_by,JOSM,regular
254484578,created_by,JOSM,regular
254484580,created_by,JOSM,regular
254484583,created_by,JOSM,regular
254484584,created_by,JOSM,regular
254484586,created_by,JOSM,regular
254484587,created_by,JOSM,regular
254484592,created_by,JOSM,regular
254484595,created_by,JOSM,regular
254484598,created_by,JOSM,regular
254484600,created_by,JOSM,regular
254484603,created_by,JOSM,regular
254484606,created_by,JOSM,regular
254484608,created_by,JOSM,regular
254484610,created_by,JOSM,regular
254484613,created_by,JOSM,regular
254484614,created_by,JOSM,regular
254484616,created_by,JOSM,regular
254484618,created_by,JOSM,regular
254484623,created_by,JOSM,regular
254484626,created_by,JOSM,regular
254484627,created_by,JOSM,regular
254484631,created_by,JOSM,regular
254484633,created_by,JOSM,regular
254484638,created_by,JOSM,regular
254484639,created_by,JOSM,regular
254484640,created_by,JOSM,regular
254484641,created_by,JOSM,regular
254484642,created_by,JOSM,regular
254484643,created_by,JOSM,regular
254484644,created_by,JOSM,regular
254484645,created_by,JOSM,regular
254484646,created_by,JOSM,regular
254484647,created_by,JOSM,regular
254484648,created_by,JOSM,regular
254484649,created_by,JOSM,regular
254484650,created_by,JOSM,regular
254484651,created_by,JOSM,regular
254484652,created_by,JOSM,regular
254484653,created_by,JOSM,regular
254484654,created_by,JOSM,regular
254484655,created_by,JOSM,regular
254484656,created_by,JOSM,regular
254484657,created_by,JOSM,regular
254484658,created_by,JOSM,regular
254484659,created_by,JOSM,regular
254484660,created_by,JOSM,regular
254484661,created_by,JOSM,regular
254484662,created_by,JOSM,regular
254484663,created_by,JOSM,regular
254484677,barrier,toll_booth,regular
254484683,created_by,JOSM,regular
254484700,created_by,JOSM,regular
254484701,created_by,JOSM,regular
254484702,created_by,JOSM,regular
254484703,created_by,JOSM,regular
254484704,created_by,JOSM,regular
254485045,created_by,JOSM,regular
254485051,created_by,JOSM,regular
254485062,created_by,JOSM,regular
254485119,created_by,JOSM,regular
254485145,created_by,JOSM,regular
254485150,created_by,JOSM,regular
254485154,created_by,JOSM,regular
254485158,created_by,JOSM,regular
254485161,created_by,JOSM,regular
254485164,created_by,JOSM,regular
254485171,created_by,JOSM,regular
254485177,created_by,JOSM,regular
254485193,created_by,JOSM,regular
254485202,created_by,JOSM,regular
254485209,created_by,JOSM,regular
254485214,created_by,JOSM,regular
254485281,created_by,JOSM,regular
254485283,created_by,JOSM,regular
254485285,created_by,JOSM,regular
254485327,created_by,JOSM,regular
254485343,created_by,JOSM,regular
254485351,created_by,JOSM,regular
254485352,created_by,JOSM,regular
254485366,created_by,JOSM,regular
254485369,created_by,JOSM,regular
254485370,created_by,JOSM,regular
254485372,created_by,JOSM,regular
254485374,created_by,JOSM,regular
254485376,created_by,JOSM,regular
254485378,created_by,JOSM,regular
254485380,created_by,JOSM,regular
254485399,created_by,JOSM,regular
254485401,created_by,JOSM,regular
254485407,created_by,JOSM,regular
254485425,created_by,JOSM,regular
254485429,created_by,JOSM,regular
